industry_code	product_code	product_name
336321	33632112	Other than motor vehicle lighting equipment including fluorescent fixtures	
336321	33632113	Component and renewal parts for vehicular lighting equipment	
336321	336321M	Miscellaneous receipts	
336321	336321MM	Miscellaneous receipts	
336321	336321P	Primary products	
336321	336321S	Secondary products	
336322	336322	Other motor vehicle electrical equipment mfg	
336322	3363221	Ignition harness and cable sets	
336322	3363223	Battery charging alternators, generators, and regulators	
336322	3363225	Cranking motors (starters)	
336322	3363227	Spark plugs (all types)	
336322	3363229	All other miscellaneous complete engine electrical equipment	
336322	336322A	Parts for engine electrical and electronic equipment	
336322	336322D	Motor vehicle electrical and electronic equipment	
336322	336322M	Miscellaneous receipts	
336322	336322P	Primary products	
336322	336322S	Secondary products	
336322	336322U	All other miscellaneous complete engine electrical equipment, including spark plugs	
336330	33633003	Motor vehicle steering idler arms, drag links, and control arms	
336330	3363301	Motor vehicle steering and suspension components, new	
336330	33633011	Motor vehicle shock absorbers, new	
336330	33633013	Motor vehicle steering idler arms, drag links, and control arms, new	
336330	33633014	Motor vehicle steering wheels, columns, and gearboxes, new	
336330	33633015	Other motor vehicle steering & susp comp., inc. motor vehicle ball joints, new	
336330	33633016	Other motor vehicle steering & suspension components, new	
336340	33634011	Other motor vehicle brake parts and assemblies, new	
336340	33634012	Drum brake assemblies and parts, including linings & shoes	
336340	33634013	Disc brake assemblies and parts, including linings	
336340	3363401B	Other motor vehicle brake parts and assemblies, new	
336350	33635011	Motor vehicle complete transmissions	
336360	336360301	Seats for public conveyance (except aircraft), incl. automobiles, trucks, buses,	
336360	336360304	Seats for aircraft	
336370	3363701	Original equipment automotive stampings	
336370	336370101	Body panels	
336370	336370102	Chassis parts and other original equipment automotive  stampings	
336370	3363703	Replacement part automotive stampings	
336391	336391	Motor vehicle air conditioning manufacturing	
336391	3363917	Motor vehicle mechanical air conditioning systems	
336391	336391B	Automotive air conditioning compressors (open type, with or without motor)	
336391	336391M	Miscellaneous receipts	
336391	336391P	Primary products	
336391	336391S	Secondary products	
336399	336399	All other motor vehicle parts manufacturing	
336399	3363991	Filters for internal combustion engines and motor vehicles, new	
336399	3363993	Exhaust system parts, new	
336399	3363995	Motor vehicle wheels, new	
336399	3363997	Other motor vehicle parts and accessories, new and rebuilt	
336399	33639971	Motor vehicle bumper assemblies, bumpers, and parts, new	
336399	33639974	Radiators, radiator shells and cores, new	
336399	33639976	Motor vehicle air bag assemblies and parts thereof, new	
336399	33639977	All other motor vehicle parts, new and rebuilt	
336399	3363998	All other motor vehicle parts and accessories, new and rebuilt	
336399	33639981	Motor vehicle bumper assemblies, bumpers, and parts, new	
336399	33639984	Radiators, radiator shells and cores, new	
336399	33639986	Motor vehicle air bag assemblies and parts thereof, new	
336399	33639987	All other motor vehicle parts, new and rebuilt	
336399	336399M	Miscellaneous receipts	
336399	336399P	Primary products	
336399	336399S	Secondary products	
336411	3364111	Military aircraft	
336411	3364112	Military aircraft	
336413	3364132	Aircraft parts & auxiliary equipment, excluding hydraulic & pneumatic subassemblies and engines	
336413	33641321	Aircraft mechanical power transmission equipment for civilian and military aircraft	
336413	33641322	Aircraft landing gear for civilian and military aircraft	
336413	33641323	Other aircraft subassemblies and parts for military aircraft	
336413	33641324	Other aircraft subassemblies and parts for civilian aircraft	
336413	3364134	Aircraft hydraulic and pneumatic subassemblies	
336413	3364136	Aircraft propellers and helicopter rotors	
336510	3365101	Locomotives, new and rebuilt, including parts	
336510	3365102	Passenger and freight train cars, new (excl. parts)	
336510	3365103	Street, subway, trolley, and rapid transit cars, all rebuilt cars, and all parts	
336510	33651035	Street, subway, trolley, and rapid transit cars, new and rebuilt	
336510	33651037	Parts and accessories for railroad and street cars	
336510	336510371	Air brake and other brake equipment	
336510	336510379	All other railroad and streetcar parts and accessories, incl. truck assemblies	
336510	3365104	Passenger and freight train cars, new (excluding parts)	
336510	336510S	Secondary products	
336611	336611112	Tank barges	
336611	3366112	Military self-propelled ships, new construction	
336611	336611211	Self-propelled ships, new, U.S. military	
336611	3366113	Self-propelled ships, new, nonmilitary	
336611	336611331	Commercial fishing vessels	
336611	336611334	Tugboats and towboats	
336611	336611339	Other self-propelled nonmilitary ships	
336611	3366114	Ship repair, conversion, reconversion, U.S. military	
336611	336611411	Conversions and reconversions	
336611	336611413	All other repairs	
336611	3366116	Ship repair, conversion, reconversion, nonmilitary	
336611	336611621	All other repairs	
336611	3366117	Nonmilitary self-propelled ships, new construction	
336612	3366127	All other boats, nec (excluding military and commercial)	
336991	3369911	Bicycles and parts	
336991	336991121	Bicycles, complete	
336991	336991171	Parts for bicycles	
336991	3369912	Motorcycles, including three-wheel motorbikes, motorscooters, mopeds, and parts	
336991	336991213	Motorcycles, (excl. sidecars), mopeds, motorbikes and motorscooters, excl parts	
336991	336991253	Parts, including sidecars, but excluding motorbike parts interchangeable with bike parts	
336991	336991311----A	Motorcycles, (excl. sidecars), mopeds, motorbikes and motorscooters, excl parts	
336999	3369993	Transportation equipment, nec, including all-terrain vehicles	
336999	3369995	All other miscellaneous transportation equipment, including all-terrain vehicles	
336999	33699953	All-terrain vehicles, gas and electric, and parts	
336999	33699956	Other miscellaneous transportation equipment and parts, incl. snowmobiles & personal watercraft	
337110	337110A	Plastics laminated wood kitchen cabinet tops	
337110	337110E	Plastics laminated fixture tops, except kitchen	
337121	337121112	Sofas, davenports, settees, and loveseats	
337121	33712111232	Chiefly cotton	
337121	33712111233	Chiefly rayon	
337121	33712111234	Chiefly olefin	
337121	33712111235	Chiefly nylon	
337121	33712111236	Chiefly polyester	
337121	33712111237	Other fibers and blends, including coated fabric and vinyl	
337121	337121132	Chairs, except reclining and rockers	
337121	33712113242	Chiefly cotton	
337121	33712113243	Chiefly rayon	
337121	33712113244	Chiefly olefin	
337121	33712113245	Other fibers and blends, including coated fabric and vinyl	
337121	337121141	Sectional sofa pieces	
337121	337121145	Rockers, including swivel	
337121	337121154	Reclining chairs	
337121	337121198	Other upholstered wood household furniture ( ottomans, hassocks, etc )	
337121	337121411	Dual-purpose sleep furniture, incl convertible sofas	
337122	3371222	Wood living room, library, family room and den furniture	
337122	337122219	Cabinets, except sewing machine cabinets	
337122	337122231	Chairs, except dining room (including rockers)	
337122	337122241	Tables, except card and telephone tables	
337122	337122251	Desks	
337122	337122271	Credenzas, bookcases, and bookshelves	
337122	337122298	Other nonupholstered living room furniture	
337122	33712229811	Wall units (desk, bookcase, and storage type)	
337122	33712229899	All other living room furniture	
337122	3371223	Wood dining room and kitchen furniture, except cabinets	
337122	337122311	Tables, dining room, 30 x 40 inches and greater	
337122	337122331	Dining room chairs, incl. upholstered and nonupholstered	
337122	337122351	Buffets and servers, dining room	
337122	337122371	China and corner cabinets, dining room	
337122	337122398	Other dining room and kitchen furniture	
337122	3371225	Wood bedroom furniture	
337122	337122511	Beds, incl. bunk and water beds, excl crib and headboard beds	
337122	337122513	Headboards and headboard sets	
337122	337122521	Dressers, vanities and dressing tables	
337122	337122533	Wardrobes, chifforobes, armoires, & wardrobe-type cabinets	
337122	337122535	Chests of drawers, including cedar chests	
337122	337122561	Night tables and stands	
337122	337122598	Other nonupholstered bedroom furniture	
337122	3371225A	Beds, headboards and footboards	
337122	3371226	Infants' and children's wood furniture	
337122	337122641	Infants' and children's wood furniture	
337122	3371227	Unpainted, unassembled, knock-down, and outdoor furniture	
337122	337122741	Unpainted wood furniture	
337122	337122751	Unassembled, knock-down, and outdoor furniture	
337122	337122H	Wood bedroom furniture	
337122	337122M	Miscellaneous receipts	
337124	3371243	Metal outdoor and casual furniture, incl beach, lawn, garden and porch	
337124	33712431	Tubular aluminum	
337124	33712432	Cast and wrought iron	
337124	33712433	Other metal porch, lawn, outdoor and casual furniture, including picnic tables	
337124	3371244	Other metal household furniture	
337124	337124437	Metal bed frames	
337124	337124498	Other metal household furniture (including upholstered furniture, metal folding	
337124	3371245	Metal outdoor and casual furniture, incl beach, lawn, garden and porch	
337124	33712451	Tubular aluminum benches, chairs, chaise lounges, rockers and settees nonupholstered household	
337124	33712452	Other metal outdoor and casual furniture, incl. beach lawn, garden, and porch furniture	
337124	337124837	Household metal army cots, folding cots, other metal beds, and metal bed frames	
337124	337124898	Other nonupholstered metal household furniture	
337125	33712501	Plastics cabinets, incl. audio and television, exc. housing cabinets	
337125	33712506	Nonupholstered reed, rattan, willow, wicker and other similar household furniture	
337125	3371251	Household furniture, except wood and metal	
337125	33712511	Plastics and fibrous glass household furniture	
337125	33712514	Reed, rattan, willow, wicker, cane and other similar household furniture	
337127	33712711	School single-pupil units and nonfolding chairs, excl. library, except stone and concrete	
337127	33712712	Other school furniture (except stone, concrete & library) designed specifically for school use	
337127	3371274	Public building and related furniture, excl. bar, bowling, cafeteria, restaurant and school	
337127	3371277	Furniture and fixtures, nec	
337127	337127A	Other institutional furniture	
337211	337211313	Wood office seating	
337211	337211331	Desks and extensions	
337211	337211341	Wood storage units, files and tables	
337211	337211351	Wood systems furniture and all other office furniture	
337211	33721171	Wood office crendezas	
337211	33721172	Wood office bookcases and other storage units, excluding credenzas and files	
337211	33721173	Wood office files and tables, including wood equipment support tables	
337212	3372121	Custom architectural woodwork, millwork	
337214	33721411	Chairs	
337214	337214112	Side and arm chairs	
337214	337214114	General office and desk chairs, except secretarial	
337214	337214115	Other chairs	
337214	3372142	Desks and extensions	
337214	337214224	Desks	
337214	3372145	Storage units, files and tables	
337214	33721451	Storage units	
337214	337214512	Bookcases and other storage units	
337214	33721452	Filing cabinets and cases	
337214	337214521	Vertical files, letter and legal	
337214	337214522	Horizontal or lateral files, letter and legal	
337214	337214524	All other files	
337214	33721453	Tables	
337214	337214531	Work or conference tables	
337214	337214532	All other tables	
337214	3372146	Other nonwood office furniture	
337214	33721461	Systems furniture	
337214	337214611	Modular systems furniture	
337214	337214612	Panel systems furniture	
337214	337214621	Miscellaneous, nonwood office furniture	
337215	3372154	Wood fixtures for stores, banks, and offices, and other misc. fixtures	
337215	3372156	Nonwood partitions, prefabricated, assembled and knock-down	
337215	3372158	Other prefabricated partitions (assembled or knock-down) and wood furniture frames	
337215	337215H	Fixtures for stores, banks, and offices, and miscellaneous fixtures, nonwood	
337215	337215K	Wood furniture frames for household furniture, incl. frames for upholstered furn	
337920	3379203	Window shades and accessories	
337920	33792041	Complete aluminum-slat Venetian blinds, including horizontal and vertical	
337920	33792042	Other complete Venetian blinds, including horizontal and vertical, and plastic, steel and wood	
337920	3379205	Other shades and blinds n.e.c., curtain and drapery rods, poles and other hardware	
339111	339111	Laboratory apparatus and furniture mfg	
339111	3391111	Laboratory apparatus	
339111	3391112	Laboratory furniture	
339111	3391116	Hospital furniture	
339111	3391117	Hospital furniture	
339111	3391118	Laboratory apparatus and furniture	
339111	33911181	Laboratory apparatus	
339111	33911181Z	Laboratory furniture and parts sold separately	
339111	33911182	Laboratory furniture	
339111	33911182Z	Laboratory and scientific apparatus	
339111	339111M	Miscellaneous receipts	
339111	339111P	Primary products	
339111	339111S	Secondary products	
339112	33911208	All other surgical and medical instruments and apparatus, incl. parts	
339112	3391121	Surgical and medical instruments and apparatus	
339112	33911211	Surgical, medical, and orthopedic instruments	
339112	33911212	Diagnostic apparatus	
339112	33911213	Syringes and hypodermic needles	
339112	33911214	Surgical and medical blood transfusion, IV equipment, and donor kits	
339112	33911215	Surgical and medical catheters	
339112	33911216	Other surgical and medical instruments	
339112	33911217	Parts for surgical and medical instruments and apparatus	
339112	33911218	All other surgical and medical instruments and apparatus, incl. parts	
339112	3391123	Hospital furniture	
339113	3391131	Surgical, orthopedic, prosthetic, and therapeutic appliances and supplies	
339113	33911311	Orthopedic and prosthetic artificial joints and limbs	
339113	33911312	All other orthopedic and prosthetic appliances	
339113	33911313	Surgical dressings	
339113	33911316	All other surgical and orthopedic items	
339113	33911323	Surgical dressings	
339113	33911347	Hospital furniture	
339113	3391135	Personal industrial safety devices	
339114	3391145	Dental professional equipment and supplies	
339114	339114511	Dental professional equip., incl. dental chairs, units, hand pieces, excl. X-ray	
339114	33911452	Dental professional supplies	
339114	3391146	Dental laboratory equipment and supplies	
339114	339114S	Secondary products	
339115	3391151	Ophthalmic fronts and temples	
339115	3391152	Ophthalmic glass focal lenses	
339115	3391153	Plastic ophthalmic focus lenses	
339115	33911531	Plastic single vision lenses	
339115	33911532	Plastic multifocal lenses	
339115	339115325	Single vision plastic lenses	
339115	339115327	Multifocal plastic lenses	
339115	3391154	Contact lenses	
339115	339115412	Hard contact lenses	
339115	339115413	Soft contact lenses	
339115	3391155	Other ophthalmic goods	
339115	3391156	Ophthalmic plastic focal lenses	
339115	33911561	Ophthalmic single-vision plastic eyeglass lenses, excl. prescription ground and molded blanks	
339115	33911562	Ophthalmic multifocal plastic eyeglass lenses, excl. prescription ground and molded blanks	
339115	3391157	Contact lenses	
339115	33911571	Conventional (hard) contact lenses	
339115	33911572	Soft contact lenses	
339911	339911	Jewelry, except costume, manufacturing	
339911	3399111	Jewelry made of gold and platinum, excluding gold and platinum clad or plated silver	
339911	33991111	Rings, complete	
339911	339911111	Rings, complete	
339911	33991111112	Complete wedding rings made of gold and platinum, excluding gold and platinum clad	
339911	33991111114	Other complete rings made of gold and platinum, excluding gold and platinum clad	
339911	339911112	Complete wedding rings made of gold and platinum, excl. gold and platinum clad or plated silver	
339911	339911115	Ring mountings	
339911	339911116	Other complete rings made of gold and platinum, excl. gold and platinum clad or plated silver	
339911	339911131	Women's and children's jewelry, excl watch attachments and rings	
339911	33991114	Women's and children's jewelry made of gold and platinum, excl. gold and platinum clad	
339911	33991117	Other jewelry made of gold and platinum, excluding gold and platinum clad or plated silver	
339911	33991118	Ring mountings made of gold and platinum (sold separately), excl. gold and platinum clad	
339911	339911198	Other jewelry worn or carried, religious jewelry, cigar cases and lighters, compacts, etc.	
339911	3399113	Jewelry made of silver (incl. gold and platinum clad or plated silver), excl. silver clad	
339911	3399114	Other jewelry, except costume jewelry	
339911	3399115	Other jewelry, except costume	
339911	339911M	Miscellaneous receipts	
339911	339911P	Primary products	
339911	339911S	Secondary products	
339911	339911SS	Secondary products	
339912	339912	Silverware and hollowware manufacturing	
339912	3399121	Hollowware, including ecclesiastical ware, novelties, trophies, and other plated	
339912	3399122	Precious metal and pewter hollowware, including baby goods, ecclesiastical ware and novelties	
339912	3399123	Flatware and carving sets made wholly of metal	
339912	3399125	Precious metal and pewter flatware and cutlery, incl. all knives, forks, spoons & carving sets	
339912	339912M	Miscellaneous receipts	
339912	339912P	Primary products	
339912	339912S	Secondary products	
339913	339913	Jewelers' material and lapidary work mfg	
339913	3399132	Lapidary work, cutting, engraving, polishing precious & semiprecious stones, pearls, diamonds	
339913	3399133	Jewelers' findings and materials made of precious metal, excl. plated	
339913	3399134	Jewelers' findings and materials made of base metals	
339913	3399135	Other jewelers' findings and materials, including those plated with gold, platinum, or silver	
339913	339913P	Primary products	
339913	339913S	Secondary products	
339913	339913SS	Secondary products	
339914	339914	Costume jewelry and novelty manufacturing	
339914	3399140	Costume jewelry and novelties	
339914	3399141	Costume jewelry and costume novelties	
339914	339914M	Miscellaneous receipts	
339914	339914P	Primary products	
339914	339914S	Secondary products	
339920	3399202	Golf equipment, excluding apparel and shoes	
339920	339920242	Golf clubs	
339920	339920299	Other golf equipment, including golf bags, handcarts, golf club shafts and tees	
339920	3399203	Playground equipment	
339920	3399206	Gymnasium and exercise equipment	
339920	3399209	Other sporting and athletic goods	
339931	339931	Doll and stuffed toy manufacturing	
339931	3399310	Dolls and stuffed toys	
339931	3399311	Dolls and stuffed toys	
339931	339931M	Miscellaneous receipts	
339931	339931MM	Miscellaneous receipts	
339931	339931P	Primary products	
339932	339932	Game, toy, and children's vehicle mfg	
339932	3399321	Nonelectronic games and puzzles	
339932	3399322	Baby carriages and children's vehicles, excluding  bicycles with pneumatic tires	
339932	3399323	Baby carriages and children's vehicles, except bicycles	
339932	3399324	Toys, excluding games, hobbies, and electronic toys	
339932	339932427	Other toys incl. doll carriages & furniture, & infant  toys	
339932	339932433	Pre-school toys, n.e.c., excluding infant toys	
339932	339932443	Housekeeping and cooking toys, including tea sets and play tools	
339932	3399325	Hobbies, models: craft kits, sets, & individual units; scientific equip., kits or sets	
339932	339932513	Operating models (cars, boats, railroads, etc.) incl. plastic static model	
339932	3399326	Nonelectronic games	
339932	3399326Z	Models (operating & static), craft kits/supply, natural science kits, & collectors' miniatures	
339932	3399326Z1	Models, including components and accessories	
339932	3399326Z2	Craft kits and supplies, natural science kits and sets, and collectors' miniatures	
339932	3399327Z	Nonelectronic games and puzzles	
339932	3399328	Other nonelectronic toys, including parts	
339932	33993283	Housekeeping and cooking toys, including tea sets and play tools	
339932	33993285	Other nonelectronic toys incl. doll carriages & furniture, infant  toys, and parts	
339932	33993289	Pre-school toys, n.e.c., excluding infant toys	
339932	339932A	Models (operating & static), craft kits/supply, natural science kits, & collectors' miniatures	
339932	339932A1	Models, operating and static, including components and accessories	
339932	339932A2	Craft kits, natural science kits, and collectors' miniatures	
339932	339932M	Miscellaneous receipts	
339932	339932P	Primary products	
339932	339932S	Secondary products	
339932	339932SS	Secondary products	
339941	339941	Pen and mechanical pencil manufacturing	
339941	3399411	Ballpoint and roller pens	
339941	3399412	Ballpoint pens, complete, including roller pens	
339941	339941212	Refillable	
339941	339941214	Non-refillable	
339941	3399413	Markers	
339941	3399415	Other pens, mechanical pencils, and parts for pens, markers, and mechanical pencils	
339941	3399418	Markers, fine point and broadtipped	
339941	3399419	Other pens, mechanical pencils, desk sets, pen and pencil parts, and refill cartridges	
339941	339941911	Mechanical pencils	
339941	339941922	Fountain pens	
339941	339941933	Parts for pens, mechanical pencils, including pen holders, refill cartridges	
339941	339941999	Other pens and desk sets	
339941	339941M	Miscellaneous receipts	
339941	339941MM	Miscellaneous receipts	
339941	339941P	Primary products	
339941	339941S	Secondary products	
339941	339941SS	Secondary products	
339942	339942	Lead pencil and art good manufacturing	
339942	3399421	Blackboards	
339942	3399422	Blackboards	
339942	3399423	Artists' equipment and materials	
339942	339942M	Miscellaneous receipts	
339942	339942P	Primary products	
339942	339942S	Secondary Products	
339943	339943	Marking device manufacturing	
339943	3399430	Marking devices	
339943	33994301	Plastics and rubber dies, hand stamps, typeholders, and permanently inked stamps	
339943	33994302	Mechanical hand stamps, self-inkers, incl daters, time stamps & metal & rubber wheel-band good	
339943	33994303	Other hand stamps and other marking devices	
339943	3399431	Rubber and vinyl stamps	
339943	33994311	Plastics & rubber dies, hand stamps, typeholders, & permanently inked stamps	
339943	339943113	Hand stamps and dies	
339943	339943115	Permanently inked stamps, excluding printing dies	
339943	33994312	Mechanical hand stamps, self inkers, incl. daters and wheel-band goods	
339943	33994313	Other hand stamps & marking devices, incl. embossing dies & seals	
339943	3399432	Mechanical hand stamps, self inkers including daters, time and numbering stamps	
339943	3399433	Embossing seals, including notary, engineering, corporate, stationery, etc.	
339943	3399434	Metal hand stamps, steel incising and embossing dies	
339943	3399435	Other marking devices; stencils, stamp pads and branding irons	
339943	339943A	Marking devices	
339943	339943M	Miscellaneous receipts	
339943	339943MM	Miscellaneous receipts	
339943	339943P	Primary products	
339943	339943S	Secondary products	
339943	339943SS	Secondary products	
339944	339944	Carbon paper and inked ribbon manufacturing	
339944	3399441	Inked ribbons	
339944	3399442	Carbon and stencil paper	
339944	3399443	Carbon paper and stencil paper	
339944	339944M	Miscellaneous receipts	
339944	339944P	Primary products	
339944	339944S	Secondary products	
339944	339944S1	Secondary products	
339950	339950101	Luminous tubing electric signs, including argon, hydrogen, and neon electric signs	
339950	339950102	Fluorescent lamp electric signs	
339950	339950105	Incandescent bulb electric signs	
339950	33995011	Luminous tubing electric signs, including argon, hydrogen, and neon electric signs	
339950	33995012	Fluorescent lamp electric signs	
339950	33995013	Incandescent bulb electric signs	
339950	3399502	Nonelectric signs and displays, including counter, floor, and point-of-purchase displays	
339950	339950211	Nonelectric metal signs and displays, including screen-printed types	
339950	339950213	Nonelectric signs and displays other than wood and metal, including screen printed types	
339950	339950215	Nonelectric wood signs and displays, including screen printed types	
339950	3399503	Advertising specialties	
339950	3399505	Advertising specialties	
339991	33999131	Elastomeric gaskets and gasketing	
339991	33999139	Other nonmetallic gaskets & gasketing, incl graphite, paper, felt, plant fiber, and cork types	
339991	3399914	Compression packings	
339991	3399915	Nonmetallic gaskets and gasketing	
339991	339991515	Elastomeric, all material	
339991	339991529	Other non-metallic, n.e.c.	
339991	3399916	Molded packing and seals	
339991	3399916------A	Molded packing and seals	
339991	33999161	Molded O-rings (including spliced; excluding metal)	
339991	33999162	Other molded packing and seals (including leather and plastic seals)	
339991	339991621	O-rings (including spliced; excluding metal)	
339991	339991635	All other molded packing and seals (including leather and plastic seals)	
339991	339991A	Molded packings and seals	
339991	339991A1	Molded O-rings, including spliced O-rings	
339991	339991A2	Other molded packing and seals (including leather and plastic seals)	
339992	3399922	Organs	
339992	3399923	Piano and organ parts	
339992	3399924	Other musical instruments	
339992	339992431	Accessories and parts sold separately, excl. instrument cases and benches	
339992	339992499	All other instr., incl. electrical and nonelectrical woodwinds and brass winds	
339992	33999274	All other instruments, electric & nonelectric, incl. string, wind, brass, percussion & other	
339993	3399934	Zippers and slide fasteners	
339993	3399936	Needles, pins, fasteners, and similar notions	
339995	339995113	Steel burial caskets & coffins, completely lined & trimmed, adult sizes, exclu. stainless stee	
339995	339995115	Other metal burial caskets and coffins, lined and trimmed, adult sizes, inclu stainless steel	
339995	3399952	Wood burial caskets and coffins, completely lined and trimmed, adult sizes only	
339995	339995211	Cloth covered, softwood	
339995	339995252	Hardwood	
339995	3399953	Other caskets and coffins and metal vaults	
339995	339995311	Caskets, other than metal or wood, lined and trimmed, plus all children's sizes	
339995	339995331	Metal casket shells, KD and SU, unlined or untrimmed	
339995	339995393	Burial vaults, except concrete, burial boxes, and casket shipping containers	
339999	3399991	Hand-portable & fixed-system (exc sprinkler system) fire extinguishing equip., parts & attach	
339999	339999C	Mirror and picture frames	
339999	339999H	Miscellaneous fabricated products, nec	
339999	339999K	All other miscellaneous fabricated products	
421930	421930	Recyclable materials wholesalers	
421930	4219301	Ferrous scrap	
421930	42193011	Carbon steel scrap	
421930	421930111	Heavy melting scrap	
421930	42193011115	South	
421930	42193011116	West	
421930	42193011117	Pennsylvania, Middle Atlantic, New England	
421930	42193011118	North Central	
421930	421930112	Bundles	
421930	42193011215	South	
421930	42193011218	North Central	
421930	421930113	Shredded scrap	
421930	42193011315	South	
421930	42193011316	West	
421930	42193011317	Pennsylvania, Middle Atlantic, New England	
421930	42193011318	North Central	
421930	421930114	Cut plate and structural scrap	
421930	42193011415	South	
421930	42193011416	West	
421930	42193011418	North Central	
421930	421930115	Other carbon steel scrap	
421930	42193011518	North Central	
421930	42193012	Stainless and alloy steel scrap	
421930	42193012115	South	
421930	42193012116	West	
421930	42193012117	Pennsylvania, Middle Atlantic, New England	
421930	42193012118	North Central	
421930	42193013	Cast iron scrap	
421930	42193013115	South	
421930	42193013116	West	
421930	42193013118	North Central	
421930	42193014	Other ferrous scrap	
421930	4219302	Nonferrous scrap	
421930	42193021	Aluminum scrap	
421930	421930211	Aluminum scrap - new	
421930	42193021111	Solids and clippings	
421930	42193021112	Borings and turnings	
421930	42193021113	Other new scrap	
421930	421930212	Aluminum scrap - old	
421930	42193021211	Used cans	
421930	42193021212	Other old scrap	
421930	42193022	Copper and brass scrap	
421930	421930221	No. 1 heavy wire	
421930	421930222	No. 2 wire, mixed	
421930	421930223	Yellow brass	
421930	421930224	Other copper and brass scrap	
421930	42193023	Lead scrap	
421930	421930231	Lead scrap	
421930	42193026	Other nonferrous scrap	
421930	42193051	Corrugated	
421930	421930511	Northeast	
421930	421930512	North Central	
421930	421930513	South	
421930	421930514	West	
421930	42193052	News	
421930	421930521	Northeast	
421930	421930522	North central	
421930	421930523	South	
421930	421930524	West	
421930	42193053	Mixed papers	
421930	421930531	Northeast	
421930	421930532	North central	
421930	421930533	South	
421930	421930534	West	
421930	42193054	High grades: pulp substitutes and deinking	
421930	421930541	Northeast	
421930	421930542	North central	
421930	421930543	South	
421930	421930544	West	
421930	42193055	Waste paper exports	
421930	421930551	Waste paper exports	
421930	4219306	Waste rags and textile waste	
421930	421930611	Waste rags and textile waste	
421930	4219307	Wiping cloths	
421930	421930711	Wiping cloths	
421930	4219308	Other waste materials, incl. glass, plastic, oil	
421930	421930811	Other waste materials and scrap	
421930	421930821	Plastics	
421930	421930831	Glass	
421930	421930A	Metal scrap	
421930	421930B	Recovered paper	
421930	421930C	Waste materials other than metal and paper	
421930	421930P	Primary products	
421930	421930SM	Other receipts	
423000	4230001	Wholesale distribution of durable goods	
424000	4240001	Wholesale distribution of nondurable goods	
441222	441222SM	Other receipts	
44311-	44311-	Appliance, TV and other electronics stores	
443111	443111	Household appliance stores	
443111	4431111	Household appliance store services	
443111	443111P	Primary services	
443112	443112	Radio, TV, and other electronics stores	
443112	4431121	Radio, television, and other electronics store services	
443112	443112P	Primary services	
44312-	44312-	Computer and software stores	
443120	443120	Computer and software stores	
443120	4431201	Computer and software store services	
443120	443120P	Primary services	
44313-	44313-	Camera and photographic supplies stores	
443130	443130	Camera and photographic supplies stores	
443130	4431301	Camera and photographic supplies store services	
443130	443130P	Primary services	
443130	443130SM	Other receipts	
445310	445310SM	Other receipts	
446130	446130SM	Other receipts	
448140	44814011	Men's clothing	
448140	44814012	Women's, juniors', and misses' clothing	
448140	44814013	All other goods (including children's clothing)	
45122-	45122-	Prerecorded tape, CD and record stores	
451220	451220	Prerecorded tape, CD, and record stores	
451220	4512201	Prerecorded tape, CD, and record store services	
451220	451220P	Primary services	
4521--	452112SM	Other receipts	
453930	453930SM	Other receipts	
454113	454113	Mail-order houses	
454113	4541131	Mail-order house services	
454113	454113P	Primary services	
481111	481111S	Secondary services	
481210	481210	Nonscheduled air transportation	
481210	4812105	Passenger and freight charter, including air taxi	
481210	481210P	Primary services	
481210	481210SM	Other receipts	
482111	482111301	First class	
482111	482111303	Coach	
482111	482111305	Coach, discount	
482111	482111A01	Farm products	
482111	482111A02	Metallic ores	
482111	482111A03	Coal	
482111	482111A04	Non-metallic minerals	
482111	482111A05	Food products	
482111	482111A06	Lumber and wood products	
482111	482111A07	Pulp, paper, and allied products	
482111	482111A08	Chemicals and allied products	
482111	482111A09	Petroleum and coal products	
482111	482111B01	Stone, clay, glass, and concrete products	
482111	482111B02	Primary metal products	
482111	482111B03	Transportation equipment	
482111	482111B04	All other shipments	
482111	482111X	Freight transportation (Non-TOFC/TOFC)	
486910	486910SM	Other receipts	
488119	4881192	Services rendered to air passenger and cargo carriers	
488119	4881193	Other airport services	
488190	4881901	Fuels and lubricants	
488190	4881902	Aircraft maintenance and repair	
488190	4881903	Ramp service, aircraft parking, tiedown and storage	
488190	4881904	Other aircraft services	
488310	4883104	Wharfage	
488310	4883107	Other port and harbor operations	
488320	4883203	Stevedoring services	
488320	488320301	Containers	
488320	488320307	Other stevedoring services	
488330	4883303	Vessel docking and undocking services	
488330	4883304	Other tugging and towing services	
488330	488330SM	Other receipts	
488510	488510SM	Other receipts	
491110	491110513	Terminal dues and transit fees	
491110	491110913	Mailgram service	
492210	492210SM	Other receipts	
493120	493120201	Fruits, including frozen juices	
493120	493120202	Vegetables, including potatoes	
493120	493120203	Meat, poultry, and fish	
493120	493120206	Prepared foods	
493120	493120209	Other commodities in cold storage	
493120	4931203	Storage related services	
493130	4931303	Warehousing and storage of cotton, wool, and mohair	
493130	4931304	Warehousing and storage of other farm products	
493130	493130SM	Other receipts	
511110	511110S	Secondary services	
511120	5111201	Farm periodicals	
511120	5111207	General and consumer periodicals, subscriptions	
511120	5111208	General and consumer periodicals, single copy sales	
511120	511120S	Secondary services	
511120	511120SS	Secondary services	
511130	5111308	Other book publishing, excluding pamphlets	
511130	5111309	Pamphlet publishing (5 to 48 pages)	
